pages/0.html	http://www.cnn.com
pages/1.html	http://www.cnn.com/
pages/2.html	http://www.cnn.com/us
pages/3.html	http://www.cnn.com/world
pages/4.html	http://www.cnn.com/politics
pages/5.html	http://money.cnn.com
pages/6.html	http://www.cnn.com/opinions
pages/7.html	http://www.cnn.com/health
pages/8.html	http://www.cnn.com/entertainment
pages/9.html	http://money.cnn.com/technology
pages/10.html	http://www.cnn.com/style
pages/11.html	http://www.cnn.com/travel
pages/12.html	http://bleacherreport.com
pages/13.html	http://www.cnn.com/videos
pages/14.html	http://go.cnn.com/?stream=cnn&sr=watchHPbutton
pages/15.html	http://www.cnn.com/specials/us/crime-and-justice
pages/16.html	http://www.cnn.com/specials/us/energy-and-environment
pages/17.html	http://www.cnn.com/specials/us/extreme-weather
pages/18.html	http://www.cnn.com/specials/space-science
pages/19.html	http://www.cnn.com/africa
pages/20.html	http://www.cnn.com/americas
